Categorie 1,Categorie 2,Categorie 3,Name FR,Name EN,Pricing Base,Unit,Unit viewed,Hours base,Price,Cost
Moyens Humains Conventionels,Tournage,Son,Chef opérateur du son ,Sound Supervisor,Cinema Annexe 3bis,Semaine (6j),Semaines,51,"1 746,22",
Moyens Humains Conventionels,Interprétation,Comédiens,Figurant ,Extra / Background Actor,USPA FLUX,,,,"98,00",
Moyens Humains Conventionels,Interprétation,Comédiens,Figurant ,Extra / Background Actor,USPA AUTRES,,,,"98,00",
Moyens Humains Conventionels,Interprétation,Comédiens,Figurant ,Extra / Background Actor,USPA FICTION,,,,"98,00",
Moyens Humains Non Conventionels,Post-Production son,Musique et voix off,Accordeur,Tuner,,,,,,
Moyens Humains Non Conventionels,Post-production image,VFX & Finishing,Assistant Flame,Flame Assistant,,,,,,
Moyens Humains Non Conventionels,Post-Production son,Mixage & bruitage,Assistant monteur son,Sound Editor Assistant,,,,,,
Moyens Humains Non Conventionels,Post-Production son,Mixage & bruitage,Assistant monteur son,Sound Editor Assistant,,,,,,
Moyens Humains Non Conventionels,Tournage,Décoration,Assistant styliste culinaire,Food Stylist Assistant,,,,,,
Moyens Humains Non Conventionels,Post-production image,Étalonnage,Assistant Baselight,Baselight Assistant,,,,,,
Moyens Humains Non Conventionels,Post-production image,Étalonnage,Assistant étalonneur,Colorist Assistant,,,,,,
Moyens Humains Non Conventionels,Post-production image,VFX & Finishing,Assistant graphiste,Graphic Designer Assistant,,,,,,
Moyens Humains Non Conventionels,Tournage,Photographie,Assistant lumière (photo),Lighting Assistant (Photo),,,,,,
Moyens Humains Non Conventionels,Post-Production son,Mixage & bruitage,Bruiteur,Foley Artist,,,,,,
Moyens Humains Non Conventionels,Tournage,Machinerie,Cadreur Russian Arm,Russian Arm Camera Operator,,,,,,
Moyens Humains Non Conventionels,Interprétation,Pilotes & cascades,Cascadeur,Stunt Performer,,,,,,
Moyens Humains Non Conventionels,Post-Production son,Musique et voix off,Chanteur Lead,Lead Singer,,,,,,
Moyens Humains Non Conventionels,Post-production image,3D,Chargé de production 3D,3D Production Manager,,,,,,
Moyens Humains Non Conventionels,Tournage,Véhicules prise de vue,Chauffeur camion véhicule de jeu,Game Vehicle Truck Driver,,,,,,
Moyens Humains Non Conventionels,Tournage,Véhicules prise de vue,Chauffeur de précision,Precision Driver,,,,,,
Moyens Humains Non Conventionels,Tournage,Machinerie,Chauffeur voiture travelling,Tracking Vehicle Driver,,,,,,
Moyens Humains Non Conventionels,Post-Production son,Musique et voix off,Chef d'orchestre,Orchestra Conductor,,,,,,
Moyens Humains Non Conventionels,Interprétation,Coaching & dresseurs,Chorégraphe,Choreographer,,,,,,
Moyens Humains Non Conventionels,Post-Production son,Musique et voix off,Choriste,Choir Singer,,,,,,
Moyens Humains Non Conventionels,Post-Production son,Musique et voix off,Comédien voix off,Voice-over Actor,,,,,,
Moyens Humains Non Conventionels,Post-Production son,Musique et voix off,Comédien voix off,Voice-over Actor,,,,,,
Moyens Humains Non Conventionels,Post-Production son,Musique et voix off,Comédien voix off ,Voice-over Actor,,,,,,
Moyens Humains Non Conventionels,Post-Production son,Musique et voix off,Comédien voix off ,Voice-over Actor,,,,,,
Moyens Humains Non Conventionels,Post-Production son,Musique et voix off,Comédien voix prestation 2h max,Voice Actor Performance (2h max),,,,,,
Moyens Humains Non Conventionels,Post-Production son,Musique et voix off,Compositeur/Arrangeur,Composer/Arranger,,,,,,
Moyens Humains Non Conventionels,Post-Production son,Musique et voix off,Compositeur/Arrangeur Fee,Composer/Arranger Fee,,,,,,
Moyens Humains Non Conventionels,Développement & préparation,Conception,Concepteur-Redacteur,Copywriter,,,,,,
Moyens Humains Non Conventionels,Interprétation,Pilotes & cascades,Conducteur de précision,Precision Operator,,,,,,
Moyens Humains Non Conventionels,Interprétation,Coaching & dresseurs,Conseiller technique,Technical Advisor,,,,,,
Moyens Humains Non Conventionels,Interprétation,Coaching & dresseurs,Coordinateur d'intimité,Intimacy Coordinator,,,,,,
Moyens Humains Non Conventionels,Interprétation,Coaching & dresseurs,Danseur,Dancer,,,,,,
Moyens Humains Non Conventionels,Tournage,Image,Data manager (Phantom),Data Manager (Phantom),,,,,,
Moyens Humains Non Conventionels,Développement & préparation,Conception,Directeur Artistique,Art Director,,,,,,
Moyens Humains Non Conventionels,Post-production image,Étalonnage,Etalonneur,Colorist,,,,,,
Moyens Humains Non Conventionels,Post-production image,VFX & Finishing,Graphiste After Effects,After Effects Graphic Designer,,,,,,
Moyens Humains Non Conventionels,Post-production image,VFX & Finishing,Graphiste Flame,Flame Graphic Designer,,,,,,
Moyens Humains Non Conventionels,Post-production image,VFX & Finishing,Graphiste Flame,Flame Graphic Designer,,,,,,
Moyens Humains Non Conventionels,Post-Production son,Mixage & bruitage,Ingénieur du son,Sound Engineer,,,,,,
Moyens Humains Non Conventionels,Développement & préparation,Conception,Journaliste,Journalist,,,,,,
Moyens Humains Non Conventionels,Interprétation,Mannequins,"Mannequin détail (mains, pieds, corps…)","Detail Model (hands, feet, body…)",,,,,,
Moyens Humains Non Conventionels,Interprétation,Mannequins,Mannequin Enfants,Child Model,,,,,,
Moyens Humains Non Conventionels,Interprétation,Mannequins,Mannequin T10,Model Size 10,,,,,,
Moyens Humains Non Conventionels,Interprétation,Mannequins,Mannequin T12,Model Size 12,,,,,,
Moyens Humains Non Conventionels,Interprétation,Mannequins,Mannequin T15,Model Size 15,,,,,,
Moyens Humains Non Conventionels,Interprétation,Mannequins,Mannequin T20,Model Size 20,,,,,,
Moyens Humains Non Conventionels,Interprétation,Mannequins,Mannequin T25,Model Size 25,,,,,,
Moyens Humains Non Conventionels,Interprétation,Mannequins,Mannequin T30,Model Size 30,,,,,,
Moyens Humains Non Conventionels,Interprétation,Mannequins,Mannequin T35,Model Size 35,,,,,,
Moyens Humains Non Conventionels,Interprétation,Mannequins,Mannequin T40,Model Size 40,,,,,,
Moyens Humains Non Conventionels,Interprétation,Mannequins,Mannequin T50,Model Size 50,,,,,,
Moyens Humains Non Conventionels,Interprétation,Mannequins,Mannequin T7,Model Size 7,,,,,,
Moyens Humains Non Conventionels,Interprétation,Mannequins,Mannequin T8,Model Size 8,,,,,,
Moyens Humains Non Conventionels,Interprétation,Mannequins,Mannequin T9,Model Size 9,,,,,,
Moyens Techniques,Administratif et frais géneraux,Assurances & meteo,Abonnement météo,Weather Subscription,,,,,,
Moyens Techniques,Tournage,Machinerie,Accessoires,Props,,,,,,
Moyens Techniques,Tournage,Image,Accessoires caméra,Camera Accessories,,,,,,
Moyens Techniques,Tournage,Décoration,Accessoires styliste,Stylist Accessories,,,,,,
Moyens Techniques,Tournage,Décoration,Achat & location accessoires,Prop Purchase & Rental,,,,,,
Moyens Techniques,Tournage,HMC,Achat & location costumes,Costume Purchase & Rental,,,,,,
Moyens Techniques,Tournage,Décoration,Achat & location meubles,Furniture Purchase & Rental,,,,,,
Moyens Techniques,Tournage,Décoration,Achat & location meubles,Furniture Purchase & Rental,,,,,,
Moyens Techniques,Post-production image,3D,Achat de modèle 3D,3D Model Purchase,,,,,,
Moyens Techniques,Tournage,Décoration,Achats SFX,SFX Purchases,,,,,,
Moyens Techniques,Post-Production son,Musique et voix off,Agent comédien,Actor Agent,,,,,,
Moyens Techniques,Tournage,Studios & décors,Aménagement décor,Set Dressing,,,,,,
Moyens Techniques,Post-production image,3D,Animatic 3D,3D Animatic,,,,,,
Moyens Techniques,Post-production image,VFX & Finishing,Animation (+ graphiste),Animation (+ Graphic Designer),,,,,,
Moyens Techniques,Post-production image,VFX & Finishing,Animation (+ graphiste),Animation (+ Graphic Designer),,,,,,
Moyens Techniques,Développement & préparation,Conception,Animatique,Animatic,,,,,,
Moyens Techniques,Tournage,Décoration,Animatronique,Animatronics,,,,,,
Moyens Techniques,Interprétation,Coaching & dresseurs,Animaux (+ dresseur),Animals (+ Trainer),,,,,,
Moyens Techniques,Administratif et frais géneraux,Assurances & meteo,Assurance Covid,Covid Insurance,,,,,,
Moyens Techniques,Administratif et frais géneraux,Assurances & meteo,Assurance disques durs,Hard Drive Insurance,,,,,,
Moyens Techniques,Administratif et frais géneraux,Assurances & meteo,Assurance multirisques,Multi-risk Insurance,,,,,,
Moyens Techniques,Administratif et frais géneraux,Assurances & meteo,Assurance rapatriement,Repatriation Insurance,,,,,,
Moyens Techniques,Administratif et frais géneraux,Assurances & meteo,Assurance risque civil,Civil Liability Insurance,,,,,,
Moyens Techniques,Post-Production son,Mixage & bruitage,Auditorium 5.1 (+ ingénieur du son ),Auditorium 5.1 (+ Sound Engineer),,,,,,
Moyens Techniques,Tournage,Véhicules prise de vue,Autorisation hélicoptère,Helicopter Authorization,,,,,,
Moyens Techniques,Tournage,Studios & décors,Autorisations de stationnement,Parking Permits,,,,,,
Moyens Techniques,Tournage,Studios & décors,Autorisations de tournage,Filming Permits,,,,,,
Moyens Techniques,Tournage,Décoration,Autres matériaux,Other Materials,,,,,,
Moyens Techniques,Tournage,Décoration,Autres matériaux,Other Materials,,,,,,
Moyens Techniques,Post-production image,Stockage,Back-up,Back-up,,,,,,
Moyens Techniques,Post-production image,3D,Back-up/Restore/Archivage 3D,3D Back-up/Restore/Archiving,,,,,,
Moyens Techniques,Post-production image,Stockage,Back-up/Restore/Sauvegarde projet montage,Back-up/Restore/Project Save,,,,,,
Moyens Techniques,Regie & logistique,Restauration,Barista,Barista,,,,,,
Moyens Techniques,Post-production image,Étalonnage,Base Light HD,Base Light HD,,,,,,
Moyens Techniques,Regie & logistique,Nettoyage / remise en état,Benne,Skips,,,,,,
Moyens Techniques,Regie & logistique,Nettoyage / remise en état,Bennes,Skips,,,,,,
Moyens Techniques,Regie & logistique,Restauration,Boissons & collations,Drinks & Snacks,,,,,,
Moyens Techniques,Tournage,Studios & décors,Branchement EDF,EDF Connection,,,,,,
Moyens Techniques,Regie & logistique,Loges & bureaux,Bureaux de production,Production Offices,,,,,,
Moyens Techniques,Regie & logistique,Transports & véhicules,Bus agence & client,Agency & Client Bus,,,,,,
Moyens Techniques,Regie & logistique,Transports & véhicules,Bus interprétation,Interpretation Bus,,,,,,
Moyens Techniques,Regie & logistique,Transports & véhicules,Bus production,Production Bus,,,,,,
Moyens Techniques,Post-production image,Retouche photo,Calage Chromie,Color Calibration,,,,,,
Moyens Techniques,Développement & préparation,Casting,Call-back,Call-back,,,,,,
Moyens Techniques,Tournage,Image,Caméra 16mm,16mm Camera,,,,,,
Moyens Techniques,Tournage,Image,Caméra 35mm,35mm Camera,,,,,,
Moyens Techniques,Tournage,Image,Camera ALEXA,ALEXA Camera,,,,,,
Moyens Techniques,Tournage,Image,Camera Cinema,Cinema Camera,,,,,,
Moyens Techniques,Post-production image,3D,Camera Mapping (+ graphiste),Camera Mapping (+ Graphic Designer),,,,,,
Moyens Techniques,Post-production image,VFX & Finishing,Camera Mapping (+ graphiste),Camera Mapping (+ Graphic Designer),,,,,,
Moyens Techniques,Tournage,Image,Camera PHANTOM,PHANTOM Camera,,,,,,
Moyens Techniques,Tournage,Image,Camera RED,RED Camera,,,,,,
Moyens Techniques,Tournage,Image,Camera VENICE,VENICE Camera,,,,,,
Moyens Techniques,Regie & logistique,Transports & véhicules,Camion accessoires SFX,SFX Prop Truck,,,,,,
Moyens Techniques,Regie & logistique,Transports & véhicules,Camion caméra (+ frais km),Camera Truck (+ Km fees),,,,,,
Moyens Techniques,Regie & logistique,Transports & véhicules,Camion cantine,Catering Truck,,,,,,
Moyens Techniques,Regie & logistique,Transports & véhicules,Camion décoration,Decoration Truck,,,,,,
Moyens Techniques,Regie & logistique,Transports & véhicules,Camion grue (+ frais km),Crane Truck (+ Km fees),,,,,,
Moyens Techniques,Regie & logistique,Transports & véhicules,Camion lumière (+ frais km),Lighting Truck (+ Km fees),,,,,,
Moyens Techniques,Regie & logistique,Transports & véhicules,Camion machinerie (+ frais km),Grip Truck (+ Km fees),,,,,,
Moyens Techniques,Tournage,Studios & décors,Camp de base,Base Camp,,,,,,
Moyens Techniques,Regie & logistique,Matériel régie,Cantine/Barnum,Canteen/Marquee,,,,,,
Moyens Techniques,Regie & logistique,Transports & véhicules,Car loge,Dressing Room Car,,,,,,
Moyens Techniques,Tournage,Lumière,Carburant groupe,Generator Fuel,,,,,,
Moyens Techniques,Regie & logistique,Restauration,Catering,Catering,,,,,,
Moyens Techniques,Tournage,Studios & décors,Charges diverses studio,Various Studio Charges,,,,,,
Moyens Techniques,Regie & logistique,Matériel régie,Chauffage & climatisation,Heating & Air Conditioning,,,,,,
Moyens Techniques,Administratif et frais géneraux,Frais généraux,"Chronopost, coursiers","Chronopost, Couriers",,,,,,
Moyens Techniques,Tournage,Décoration,Citerne,Tank,,,,,,
Moyens Techniques,Tournage,Son,Clap électronique,Electronic Clapperboard,,,,,,
Moyens Techniques,Post-production image,VFX & Finishing,Cleaning (+ graphiste ),Cleaning (+ Graphic Designer),,,,,,
Moyens Techniques,Post-production image,VFX & Finishing,Cleaning (+ graphiste ),Cleaning (+ Graphic Designer),,,,,,
Moyens Techniques,Post-production image,3D,Cloth (+ graphiste),Cloth (+ Graphic Designer),,,,,,
Moyens Techniques,Post-Production,Master,Colisage,Packaging,,,,,,
Moyens Techniques,Post-production image,VFX & Finishing,Compositing on Nuke (+ graphiste),Compositing on Nuke (+ Graphic Designer),,,,,,
Moyens Techniques,Post-production image,Ingest & proxies,Compression H264,H264 Compression,,,,,,
Moyens Techniques,Post-production image,Ingest & proxies,Compressions FTP,FTP Compressions,,,,,,
Moyens Techniques,Post-production image,Étalonnage,Confo Baselight,Baselight Confo,,,,,,
Moyens Techniques,Post-production image,Étalonnage,Conformation HD,HD Conformation,,,,,,
Moyens Techniques,Post-production image,Étalonnage,Conformation pour étalonnage,Conformation for Color Grading,,,,,,
Moyens Techniques,Tournage,Studios & décors,"Conso. élect. (const, pre-light, démont.)","Elec. Cons. (const, pre-light, dismantle.)",,,,,,
Moyens Techniques,Tournage,Studios & décors,Conso. élect. (tournage),Elec. Cons. (shoot),,,,,,
Moyens Techniques,Tournage,Lumière,Consommation HMI,HMI Consumption,,,,,,
Moyens Techniques,Tournage,Image,Contrôle vidéo complet,Full Video Control,,,,,,
Moyens Techniques,Administratif et frais géneraux,Frais généraux,Coursier,Courier,,,,,,
Moyens Techniques,Administratif et frais géneraux,Frais généraux,Coursiers/Livraisons,Couriers/Deliveries,,,,,,
Moyens Techniques,Regie & logistique,Restauration,Craft service,Craft Service,,,,,,
Moyens Techniques,Tournage,Décoration,Création accessoires,Prop Creation,,,,,,
Moyens Techniques,Post-production image,VFX & Finishing,Création d'éléments graphiques,Graphic Element Creation,,,,,,
Moyens Techniques,Tournage,HMC,Création de costumes,Costume Creation,,,,,,
Moyens Techniques,Post-production image,Ingest & proxies,Création proxies,Proxy Creation,,,,,,
Moyens Techniques,Tournage,HMC,"Dépenses de stylisme (rails, cintres, peignoirs, vapeur...)","Styling Expenses (rails, hangers, robes, steamer...)",,,,,,
Moyens Techniques,Tournage,HMC,Désinfection matériel stylisme,Styling Material Disinfection,,,,,,
Moyens Techniques,Post-production image,Pellicules et developpement,Dev. 16/35mm Coul. & prépa étalonnage,16/35mm Color Dev. & Grading Prep,,,,,,
Moyens Techniques,Post-production image,Pellicules et developpement,Dev. 1er positif pré-étal.,1st Positive Dev. Pre-grade,,,,,,
Moyens Techniques,Post-production image,Pellicules et developpement,Dev. N&B 16/35mm,16/35mm B&W Dev.,,,,,,
Moyens Techniques,Post-production image,Pellicules et developpement,Dev. négatif son,Sound Negative Dev.,,,,,,
Moyens Techniques,Post-production image,Pellicules et developpement,Développement négatif,Negative Development,,,,,,
Moyens Techniques,Développement & préparation,Repérages,Digitalisation des repérages,Location Scouting Digitalization,,,,,,
Moyens Techniques,Post-production image,Stockage,Disque durs,Hard Drives,,,,,,
Moyens Techniques,Post-production image,Stockage,Disques durs,Hard Drives,,,,,,
Moyens Techniques,Post-production image,Stockage,Disques durs,Hard Drives,,,,,,
Moyens Techniques,Tournage,Sécurité & medical,Distributeur à savon/Sèche main (Covid),Soap Dispenser/Hand Dryer (Covid),,,,,,
Moyens Techniques,Regie & logistique,Restauration,Divers (room service),Miscellaneous (room service),,,,,,
Moyens Techniques,Administratif et frais géneraux,Frais généraux,Divers & réserve régie,Miscellaneous & Unit Reserve,,,,,,
Moyens Techniques,Post-production image,Stockshots,Documentaliste/Recherche stock-shot (J),Documentalist/Stock-shot Research (J),,,,,,
Moyens Techniques,Tournage,Machinerie,Dolly/Panther,Dolly/Panther,,,,,,
Moyens Techniques,Post-Production son,Musique et voix off,Droits artistes,Artist Rights,,,,,,
Moyens Techniques,Post-Production son,Musique et voix off,Droits comédien VO,Voice-over Actor VOD Rights,,,,,,
Moyens Techniques,Interprétation,Droits à l'image,Droits Comédiens,Actor Rights,,,,,,
Moyens Techniques,Interprétation,Droits à l'image,Droits Comédiens,Actor Rights,,,,,,
Moyens Techniques,Post-Production son,Musique et voix off,Droits comédiens Cinéma,Film Actor Rights,,,,,,
Moyens Techniques,Post-Production son,Musique et voix off,Droits comédiens Internet global,Global Internet Actor Rights,,,,,,
Moyens Techniques,Post-Production son,Musique et voix off,Droits comédiens Radio,Radio Actor Rights,,,,,,
Moyens Techniques,Post-Production son,Musique et voix off,Droits comédiens TV,TV Actor Rights,,,,,,
Moyens Techniques,Interprétation,Droits à l'image,Droits Enfants,Child Rights,,,,,,
Moyens Techniques,Interprétation,Droits à l'image,Droits Enfants,Child Rights,,,,,,
Moyens Techniques,Interprétation,Droits à l'image,Droits Mannequins,Model Rights,,,,,,
Moyens Techniques,Interprétation,Droits à l'image,Droits Mannequins,Model Rights,,,,,,
Moyens Techniques,Post-Production son,Musique et voix off,Droits musique de librairie,Library Music Rights,,,,,,
Moyens Techniques,Post-Production son,Musique et voix off,Droits musique originale,Original Music Rights,,,,,,
Moyens Techniques,Tournage,Image,Drone,Drone,,,,,,
Moyens Techniques,Post-production image,Retouche photo,Epreuve,Proof,,,,,,
Moyens Techniques,Post-production image,Retouche photo,Epson A0,Epson A0,,,,,,
Moyens Techniques,Post-production image,Retouche photo,Epson A1,Epson A1,,,,,,
Moyens Techniques,Post-production image,Retouche photo,Epson A2,Epson A2,,,,,,
Moyens Techniques,Post-production image,Retouche photo,Epson A3,Epson A3,,,,,,
Moyens Techniques,Post-production image,Retouche photo,Epson A4,Epson A4,,,,,,
Moyens Techniques,Tournage,Lumière,Equipement lumière,Lighting Equipment,,,,,,
Moyens Techniques,Développement & préparation,Préparation technique,Essais vidéo,Video Tests,,,,,,
Moyens Techniques,Développement & préparation,Casting,Essayages,Fittings,,,,,,
Moyens Techniques,Développement & préparation,Repérages,Essence & péages repéreur,Gas & Tolls Scout,,,,,,
Moyens Techniques,Regie & logistique,Transports & véhicules,Essence voiture supplémentaire,Additional Car Gas,,,,,,
Moyens Techniques,Post-production image,Pellicules et developpement,Essuyage des rushes,Rush Wiping,,,,,,
Moyens Techniques,Post-production image,Étalonnage,Etalonnage Baselight,Baselight Grading,,,,,,
Moyens Techniques,Regie & logistique,Transports & véhicules,Excèdent de bagages,Excess Baggage,,,,,,
Moyens Techniques,Tournage,Décoration,Explosifs,Explosives,,,,,,
Moyens Techniques,Post-production image,Ingest & proxies,Export AAF & OMF,AAF & OMF Export,,,,,,
Moyens Techniques,Post-production image,Étalonnage,Export DPX,DPX Export,,,,,,
Moyens Techniques,Post-production image,Retouche photo,Export JPEG,JPEG Export,,,,,,
Moyens Techniques,Post-production image,Retouche photo,Export PDF,PDF Export,,,,,,
Moyens Techniques,Post-production image,Retouche photo,Export TIFF,TIFF Export,,,,,,
Moyens Techniques,Développement & préparation,Repérages,Extract. fichiers & rech. repérages,File Extract. & Location Research,,,,,,
Moyens Techniques,Post-production image,Master,Fabrication fichier DCP (par film Flat + Scope),DCP File Manufacturing (per Flat + Scope film),,,,,,
Moyens Techniques,Post-production image,Master,Fabrication fichier DCP (par film Flat + Scope),DCP File Manufacturing (per Flat + Scope film),,,,,,
Moyens Techniques,Post-production image,VFX & Finishing,Feu & fumée (+ graphiste),Fire & Smoke (+ Graphic Designer),,,,,,
Moyens Techniques,Tournage,Image,"Filtres, parasoleils & diffusions","Filters, Sunshades & Diffusions",,,,,,
Moyens Techniques,Post-production image,VFX & Finishing,Fluides (+ graphiste),Fluids (+ Graphic Designer),,,,,,
Moyens Techniques,Tournage,Studios & décors,Fond Colorama,Colorama Backdrop,,,,,,
Moyens Techniques,Post-production image,Ingest & proxies,Forfait compression H264,H264 Compression Package,,,,,,
Moyens Techniques,Post-Production son,Montage image & son,Forfait compression H264,H264 Compression Package,,,,,,
Moyens Techniques,Développement & préparation,Repérages,Forfait Repérages,Location Scouting Package,,,,,,
Moyens Techniques,Tournage,Lumière,"Fournitures (calque, gélatine...)","Supplies (tracing paper, gel...)",,,,,,
Moyens Techniques,Tournage,Image,Fournitures caméra,Camera Supplies,,,,,,
Moyens Techniques,Post-production image,Ingest & proxies,Fournitures/Sauvegarde/Archivage,Supplies/Save/Archive,,,,,,
Moyens Techniques,Post-Production son,Mixage & bruitage,Fournitures/Sauvegarde/Archivage,Supplies/Save/Archive,,,,,,
Moyens Techniques,Tournage,HMC,Frais accessoires styliste,Stylist Prop Fees,,,,,,
Moyens Techniques,Administratif et frais géneraux,Frais généraux,Frais bancaires,Bank Fees,,,,,,
Moyens Techniques,Développement & préparation,Casting,Frais de casting,Casting Fees,,,,,,
Moyens Techniques,Tournage,Décoration,Frais de constr. de décors,Set Construction Fees,,,,,,
Moyens Techniques,Tournage,Décoration,Frais de décoration,Decoration Fees,,,,,,
Moyens Techniques,Tournage,Repérages,Frais de prépa & repérage,Prep & Location Scouting Fees,,,,,,
Moyens Techniques,Tournage,HMC,Frais de stylisme (retouches…),Styling Fees (alterations…),,,,,,
Moyens Techniques,Administratif et frais géneraux,Juridique & comptabilité,Frais de transaction (portage financier),Transaction Fees (financial portability),,,,,,
Moyens Techniques,Tournage,Décoration,Frais set designer,Set Designer Fees,,,,,,
Moyens Techniques,Tournage,HMC,Frais stylisme,Styling Fees,,,,,,
Moyens Techniques,Tournage,Décoration,Frais styliste florale,Floral Stylist Fees,,,,,,
Moyens Techniques,Regie & logistique,Matériel régie,Frigo,Fridge,,,,,,
Moyens Techniques,Administratif et frais géneraux,Frais généraux,FTP,FTP,,,,,,
Moyens Techniques,Tournage,Décoration,Fumigènes,Fog Machines,,,,,,
Moyens Techniques,Post-production image,3D,Fur (+ graphiste),Fur (+ Graphic Designer),,,,,,
Moyens Techniques,Tournage,Sécurité & medical,"Gel hydro-alcool., lingettes, chaussons (Covid)","Hand Sanitizer, Wipes, Slippers (Covid)",,,,,,
Moyens Techniques,Tournage,Lumière,Groupe électrogène,Generator,,,,,,
Moyens Techniques,Tournage,Machinerie,"Grue, rails & accessoires","Crane, Rails & Accessories",,,,,,
Moyens Techniques,Tournage,Studios & décors,Hébergement pour propriétaire,Owner Accommodation,,,,,,
Moyens Techniques,Développement & préparation,Repérages,Hélicoptère,Helicopter,,,,,,
Moyens Techniques,Tournage,Véhicules prise de vue,Hélicoptère,Helicopter,,,,,,
Moyens Techniques,Post-Production son,Musique et voix off,Home Studio,Home Studio,,,,,,
Moyens Techniques,Administratif et frais géneraux,Juridique & comptabilité,Honoraires de comptabilité,Accounting Fees,,,,,,
Moyens Techniques,Post-production image,Ingest & proxies,Import des données,Data Import,,,,,,
Moyens Techniques,Post-production image,Ingest & proxies,Import des rushes,Rush Import,,,,,,
Moyens Techniques,Post-production image,Ingest & proxies,Import DPX/QTNC/PRORES,DPX/QTNC/PRORES Import,,,,,,
Moyens Techniques,Post-production image,Étalonnage,Import fichiers rushes sur Resolve,Rush File Import on Resolve,,,,,,
Moyens Techniques,Tournage,Studios & décors,Indemnité décor 1,Set Allowance 1,,,,,,
Moyens Techniques,Tournage,Studios & décors,Indemnité décor 2,Set Allowance 2,,,,,,
Moyens Techniques,Tournage,Studios & décors,Indemnité décor 3,Set Allowance 3,,,,,,
Moyens Techniques,Tournage,Studios & décors,Indemnité décor 4,Set Allowance 4,,,,,,
Moyens Techniques,Tournage,Studios & décors,Indemnité décor 5,Set Allowance 5,,,,,,
Moyens Techniques,Regie & logistique,Transports & véhicules,"Indemnité voiture équipe, parking","Crew Car Allowance, Parking",,,,,,
Moyens Techniques,Développement & préparation,Repérages,Indemnité voiture repéreur,Scout Car Allowance,,,,,,
Moyens Techniques,Tournage,Sécurité & medical,Infirmière/Référent médical,Nurse/Medical Referent,,,,,,
Moyens Techniques,Post-production image,Ingest & proxies,Ingest fichiers HD,HD File Ingest,,,,,,
Moyens Techniques,Développement & préparation,Casting,Jours de voyage,Travel Days,,,,,,
Moyens Techniques,Post-production image,Pellicules et developpement,Kinescopage sur 16/35mm,Kinescoping on 16/35mm,,,,,,
Moyens Techniques,Tournage,Sécurité & medical,Kit de protection (Covid),Protection Kit (Covid),,,,,,
Moyens Techniques,Tournage,HMC,Kit désinfection maquillage,Makeup Disinfection Kit,,,,,,
Moyens Techniques,Tournage,Image,Kit équipement DIT,DIT Equipment Kit,,,,,,
Moyens Techniques,Tournage,Image,Kit équipement DIT,DIT Equipment Kit,,,,,,
Moyens Techniques,Regie & logistique,Matériel régie,Kit production,Production Kit,,,,,,
Moyens Techniques,Tournage,Sécurité & medical,Kit référent (Covid),Referent Kit (Covid),,,,,,
Moyens Techniques,Regie & logistique,Matériel régie,"Kit régie (tente, location...)","Unit Kit (tent, rental...)",,,,,,
Moyens Techniques,Post-Production son,Mixage & bruitage,Licence Dolby,Dolby License,,,,,,
Moyens Techniques,Post-production image,3D,Lighting/Rendu (+ graphiste),Lighting/Rendering (+ Graphic Designer),,,,,,
Moyens Techniques,Post-production image,3D,Lighting/Rendu (+ graphiste),Lighting/Rendering (+ Graphic Designer),,,,,,
Moyens Techniques,Regie & logistique,Transports & véhicules,Livraison & reprise materiel,Material Delivery & Pickup,,,,,,
Moyens Techniques,Post-Production son,Mixage & bruitage,Location de studio son,Sound Studio Rental,,,,,,
Moyens Techniques,Tournage,HMC,Location salle essayage,Fitting Room Rental,,,,,,
Moyens Techniques,Tournage,HMC,Location salle essayage,Fitting Room Rental,,,,,,
Moyens Techniques,Regie & logistique,Matériel régie,"Locations (tables, chaises, radiateur)","Rentals (tables, chairs, heater)",,,,,,
Moyens Techniques,Regie & logistique,Loges & bureaux,Loge (essayages),Dressing Room (fittings),,,,,,
Moyens Techniques,Administratif et frais géneraux,Juridique & comptabilité,Logiciel de dématérialisation & d'impact Carbone,Paperless & Carbon Impact Software,,,,,,
Moyens Techniques,Administratif et frais géneraux,Juridique & comptabilité,Logiciel de réalisation de devis,Quote Generation Software,,,,,,
Moyens Techniques,Tournage,Machinerie,Louma/Techno,Louma/Techno,,,,,,
Moyens Techniques,Post-production image,Stockage,LTO pour archive,LTO for Archive,,,,,,
Moyens Techniques,Tournage,Décoration,Machine à fumée,Fog Machine,,,,,,
Moyens Techniques,Post-production image,Pellicules et developpement,Magnétique 16/35mm,16/35mm Magnetic,,,,,,
Moyens Techniques,Post-Production son,Musique et voix off,Maquette,Model,,,,,,
Moyens Techniques,Post-production image,Retouche photo,Maquette,Model,,,,,,
Moyens Techniques,Tournage,Décoration,Maquettes,Models,,,,,,
Moyens Techniques,Tournage,HMC,Maquillage SFX,SFX Makeup,,,,,,
Moyens Techniques,Tournage,HMC,"Maquillage, perruques","Makeup, Wigs",,,,,,
Moyens Techniques,Tournage,Sécurité & medical,"Masques, Gants, visières (Covid)","Masks, Gloves, Visors (Covid)",,,,,,
Moyens Techniques,Post-production image,Master,Mastering,Mastering,,,,,,
Moyens Techniques,Tournage,Décoration,"Matériaux, bois, peinture…","Materials, Wood, Paint…",,,,,,
